Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
BR1 5SP,No,51.42279,-0.122899,530610,170980,TQ306709,Streatham South,"Lambeth, unparished area",01/02/1990,01/12/1995,62,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003144,Lambeth 034C
CR4 1TL,Yes,51.412805,-0.146432,529002,169828,TQ290698,Streatham South,"Lambeth, unparished area",01/12/1996,,27,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003143,Lambeth 035D
CR4 1TN,Yes,51.412854,-0.147796,528907,169831,TQ289698,Streatham South,"Lambeth, unparished area",01/12/1996,,26,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003143,Lambeth 035D
CR4 1WD,No,51.412898,-0.147766,528909,169836,TQ289698,Streatham South,"Lambeth, unparished area",01/07/2002,01/10/2003,26,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003143,Lambeth 035D
CR4 1WF,No,51.412898,-0.147766,528909,169836,TQ289698,Streatham South,"Lambeth, unparished area",01/12/2001,01/02/2006,26,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003143,Lambeth 035D
CR4 1WG,No,51.412898,-0.147766,528909,169836,TQ289698,Streatham South,"Lambeth, unparished area",01/06/2002,01/02/2004,26,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003143,Lambeth 035D
CR4 1WL,No,51.412898,-0.147766,528909,169836,TQ289698,Streatham South,"Lambeth, unparished area",01/09/2003,01/01/2006,26,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003143,Lambeth 035D
CR4 1WP,No,51.412898,-0.147766,528909,169836,TQ289698,Streatham South,"Lambeth, unparished area",01/07/2002,01/01/2006,26,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003143,Lambeth 035D
CR4 1WU,No,51.412898,-0.147766,528909,169836,TQ289698,Streatham South,"Lambeth, unparished area",01/01/2004,01/03/2004,26,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003143,Lambeth 035D
CR4 1WX,No,51.412898,-0.147766,528909,169836,TQ289698,Streatham South,"Lambeth, unparished area",01/05/2004,01/03/2006,26,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003143,Lambeth 035D
CR4 1WY,No,51.412898,-0.147766,528909,169836,TQ289698,Streatham South,"Lambeth, unparished area",01/07/2002,01/01/2006,26,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003143,Lambeth 035D
SE1 7AA,Yes,51.502142,-0.110552,531241,179826,TQ312798,Bishop's,"Lambeth, unparished area",01/01/1980,,11,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AB,Yes,51.501519,-0.1115,531177,179755,TQ311797,Bishop's,"Lambeth, unparished area",01/01/1980,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AD,Yes,51.501035,-0.112799,531088,179699,TQ310796,Bishop's,"Lambeth, unparished area",01/01/1980,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AE,Yes,51.500659,-0.113394,531048,179656,TQ310796,Bishop's,"Lambeth, unparished area",01/01/1980,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AF,Yes,51.50314,-0.117225,530775,179925,TQ307799,Bishop's,"Lambeth, unparished area",01/06/2019,,12,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AG,Yes,51.492651,-0.120395,530585,178753,TQ305787,Prince's,"Lambeth, unparished area",01/03/2017,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003112,Lambeth 002E
SE1 7AH,Yes,51.494515,-0.119382,530650,178962,TQ306789,Bishop's,"Lambeth, unparished area",01/02/2018,,12,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7AJ,Yes,51.500073,-0.11281,531090,179592,TQ310795,Bishop's,"Lambeth, unparished area",01/01/1980,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AL,Yes,51.500073,-0.11281,531090,179592,TQ310795,Bishop's,"Lambeth, unparished area",01/01/1980,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AN,Yes,51.500076,-0.111902,531153,179594,TQ311795,Bishop's,"Lambeth, unparished area",01/01/1980,,7,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AP,Yes,51.490612,-0.122207,530465,178523,TQ304785,Prince's,"Lambeth, unparished area",01/05/2019,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7AQ,Yes,51.490612,-0.122207,530465,178523,TQ304785,Prince's,"Lambeth, unparished area",01/01/2020,,12,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7AR,No,51.499841,-0.112358,531122,179567,TQ311795,Bishop's,"Lambeth, unparished area",01/01/1980,01/07/2013,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AS,Yes,51.490612,-0.122207,530465,178523,TQ304785,Prince's,"Lambeth, unparished area",01/01/2020,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7AT,No,51.499736,-0.111988,531148,179556,TQ311795,Bishop's,"Lambeth, unparished area",01/01/1980,01/07/2013,7,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AU,Yes,51.500479,-0.110689,531236,179641,TQ312796,Bishop's,"Lambeth, unparished area",01/01/1980,,6,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AW,No,51.502125,-0.116284,530843,179814,TQ308798,Bishop's,"Lambeth, unparished area",01/12/1998,01/02/2004,12,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7AX,Yes,51.500479,-0.110689,531236,179641,TQ312796,Bishop's,"Lambeth, unparished area",01/01/1980,,6,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AY,Yes,51.501066,-0.110276,531263,179707,TQ312797,Bishop's,"Lambeth, unparished area",01/01/1980,,7,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7AZ,Yes,51.500754,-0.110419,531254,179672,TQ312796,Bishop's,"Lambeth, unparished area",01/01/1980,,6,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7BA,Yes,51.500929,-0.10959,531311,179693,TQ313796,Bishop's,"Lambeth, unparished area",01/01/1980,,7,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7BB,Yes,51.500217,-0.109476,531321,179614,TQ313796,Bishop's,"Lambeth, unparished area",01/01/1980,,6,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7BD,Yes,51.499899,-0.110382,531259,179577,TQ312795,Bishop's,"Lambeth, unparished area",01/01/1980,,5,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7BE,Yes,51.50089,-0.108828,531364,179690,TQ313796,Bishop's,"Lambeth, unparished area",01/12/2000,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7BF,No,51.50282,-0.119252,530635,179886,TQ306798,Bishop's,"Lambeth, unparished area",01/04/2008,01/05/2012,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7BG,Yes,51.499871,-0.109202,531341,179576,TQ313795,Bishop's,"Lambeth, unparished area",01/01/1980,,5,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7BH,No,51.500166,-0.114103,531000,179600,TQ309796,Bishop's,"Lambeth, unparished area",01/03/1982,01/01/1995,12,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01032582,Lambeth 036E
SE1 7BJ,Yes,51.496852,-0.112151,531145,179235,TQ311792,Bishop's,"Lambeth, unparished area",01/12/1999,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7BL,Yes,51.497593,-0.112267,531135,179317,TQ311793,Bishop's,"Lambeth, unparished area",01/01/1980,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7BN,Yes,51.49798,-0.112421,531123,179360,TQ311793,Bishop's,"Lambeth, unparished area",01/01/1980,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7BQ,Yes,51.504111,-0.116061,530853,180035,TQ308800,Bishop's,"Lambeth, unparished area",01/12/2019,,4,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7BT,Yes,51.494584,-0.119206,530662,178970,TQ306789,Bishop's,"Lambeth, unparished area",01/01/2018,,12,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7BU,Yes,51.497109,-0.112457,531123,179263,TQ311792,Bishop's,"Lambeth, unparished area",01/01/1980,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7BW,Yes,51.497591,-0.112293,531133,179317,TQ311793,Bishop's,"Lambeth, unparished area",01/01/1980,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7BX,Yes,51.497447,-0.11227,531135,179301,TQ311793,Bishop's,"Lambeth, unparished area",01/09/1981,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7BY,Yes,51.496803,-0.113046,531083,179228,TQ310792,Bishop's,"Lambeth, unparished area",01/01/1980,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7BZ,Yes,51.496879,-0.113205,531072,179236,TQ310792,Bishop's,"Lambeth, unparished area",01/01/1980,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7DA,Yes,51.496807,-0.113712,531037,179227,TQ310792,Bishop's,"Lambeth, unparished area",01/01/1980,,7,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7DB,No,51.498241,-0.113548,531044,179387,TQ310793,Bishop's,"Lambeth, unparished area",01/06/2000,01/12/2012,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7DD,Yes,51.496488,-0.114125,531009,179191,TQ310791,Bishop's,"Lambeth, unparished area",01/01/1980,,6,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7DE,Yes,51.496015,-0.114375,530993,179138,TQ309791,Bishop's,"Lambeth, unparished area",01/01/1980,,7,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7DF,Yes,51.496219,-0.113632,531044,179162,TQ310791,Bishop's,"Lambeth, unparished area",01/01/1980,,6,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7DG,Yes,51.495915,-0.113169,531077,179129,TQ310791,Bishop's,"Lambeth, unparished area",01/02/2012,,7,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003015,Lambeth 002A
SE1 7DH,Yes,51.504049,-0.11556,530888,180029,TQ308800,Bishop's,"Lambeth, unparished area",01/09/2019,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7DJ,No,51.498241,-0.113548,531044,179387,TQ310793,Bishop's,"Lambeth, unparished area",01/12/1995,01/08/2004,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7DL,No,51.498368,-0.114177,531000,179400,TQ309793,Bishop's,"Lambeth, unparished area",01/02/1990,01/07/1995,10,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003013,Lambeth 036A
SE1 7DN,No,51.498241,-0.113548,531044,179387,TQ310793,Bishop's,"Lambeth, unparished area",01/07/1995,01/11/2001,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7DP,Yes,51.498499,-0.112817,531094,179417,TQ310794,Bishop's,"Lambeth, unparished area",01/01/1980,,11,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7DQ,Yes,51.49599,-0.112777,531104,179138,TQ311791,Bishop's,"Lambeth, unparished area",01/08/1992,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7DR,Yes,51.498648,-0.11369,531033,179432,TQ310794,Bishop's,"Lambeth, unparished area",01/01/1980,,11,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7DT,Yes,51.499361,-0.113862,531019,179511,TQ310795,Bishop's,"Lambeth, unparished area",01/01/2010,,11,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7DU,No,51.498241,-0.113548,531044,179387,TQ310793,Bishop's,"Lambeth, unparished area",01/02/1984,01/07/2014,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7DX,Yes,51.498048,-0.112706,531103,179367,TQ311793,Bishop's,"Lambeth, unparished area",01/01/1980,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7DY,No,51.49747,-0.114214,531000,179300,TQ309793,Bishop's,"Lambeth, unparished area",01/01/1980,01/12/1991,8,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003014,Lambeth 036B
SE1 7DZ,Yes,51.497219,-0.113735,531034,179273,TQ310792,Bishop's,"Lambeth, unparished area",01/01/1980,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7EA,Yes,51.497652,-0.113846,531025,179321,TQ310793,Bishop's,"Lambeth, unparished area",01/01/1980,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7EB,Yes,51.500782,-0.11327,531056,179670,TQ310796,Bishop's,"Lambeth, unparished area",01/06/2012,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7ED,Yes,51.497299,-0.113702,531036,179282,TQ310792,Bishop's,"Lambeth, unparished area",01/09/1981,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7EE,No,51.49599,-0.112777,531104,179138,TQ311791,Bishop's,"Lambeth, unparished area",01/12/2001,01/01/2010,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7EF,Yes,51.497485,-0.114084,531009,179302,TQ310793,Bishop's,"Lambeth, unparished area",01/01/1980,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7EG,Yes,51.497861,-0.113982,531015,179344,TQ310793,Bishop's,"Lambeth, unparished area",01/01/1980,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7EH,Yes,51.497959,-0.118905,530673,179346,TQ306793,Bishop's,"Lambeth, unparished area",01/01/1980,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7EJ,No,51.498414,-0.117056,530800,179400,TQ308793,Bishop's,"Lambeth, unparished area",01/09/1991,01/12/1992,9,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003014,Lambeth 036B
SE1 7EL,Yes,51.49982,-0.115515,530903,179559,TQ309795,Bishop's,"Lambeth, unparished area",01/09/2003,,11,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7EN,No,51.499313,-0.117019,530800,179500,TQ308794,Bishop's,"Lambeth, unparished area",01/01/1980,01/12/1991,10,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003013,Lambeth 036A
SE1 7EP,Yes,51.500365,-0.117581,530758,179616,TQ307796,Bishop's,"Lambeth, unparished area",01/01/1980,,13,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7EQ,Yes,51.499215,-0.116534,530834,179490,TQ308794,Bishop's,"Lambeth, unparished area",01/01/1980,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7ER,No,51.499939,-0.11623,530853,179571,TQ308795,Bishop's,"Lambeth, unparished area",01/02/1990,01/06/2009,11,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7ES,Yes,51.491989,-0.12013,530605,178680,TQ306786,Prince's,"Lambeth, unparished area",01/02/2016,,10,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003109,Lambeth 003E
SE1 7ET,Yes,51.491989,-0.12013,530605,178680,TQ306786,Prince's,"Lambeth, unparished area",01/01/2015,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7EU,Yes,51.49994,-0.116205,530855,179571,TQ308795,Bishop's,"Lambeth, unparished area",01/01/2017,,11,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7EW,No,51.500365,-0.117581,530758,179616,TQ307796,Bishop's,"Lambeth, unparished area",01/01/1980,01/10/2010,13,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7EY,No,51.499075,-0.11337,531054,179480,TQ310794,Bishop's,"Lambeth, unparished area",01/05/1994,01/12/1997,12,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003013,Lambeth 036A
SE1 7FL,Yes,51.500778,-0.112478,531111,179671,TQ311796,Bishop's,"Lambeth, unparished area",01/07/2013,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7FN,Yes,51.49969,-0.111918,531153,179551,TQ311795,Bishop's,"Lambeth, unparished area",01/12/2013,,7,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7FP,Yes,51.499674,-0.112063,531143,179549,TQ311795,Bishop's,"Lambeth, unparished area",01/12/2013,,7,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7FR,Yes,51.500413,-0.116081,530862,179624,TQ308796,Bishop's,"Lambeth, unparished area",01/08/2015,,13,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7FS,Yes,51.500413,-0.116081,530862,179624,TQ308796,Bishop's,"Lambeth, unparished area",01/08/2015,,13,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7FT,Yes,51.500413,-0.116081,530862,179624,TQ308796,Bishop's,"Lambeth, unparished area",01/08/2015,,13,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7FU,Yes,51.500413,-0.116081,530862,179624,TQ308796,Bishop's,"Lambeth, unparished area",01/08/2015,,13,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7FW,No,51.496594,-0.115691,530900,179200,TQ308791,Bishop's,"Lambeth, unparished area",01/06/1999,01/11/2004,7,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003014,Lambeth 036B
SE1 7FX,Yes,51.500278,-0.116086,530862,179609,TQ308796,Bishop's,"Lambeth, unparished area",01/08/2015,,12,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7FY,Yes,51.49103,-0.12134,530524,178571,TQ305785,Prince's,"Lambeth, unparished area",01/01/2017,,5,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7FZ,No,51.503153,-0.111458,531175,179937,TQ311799,Bishop's,"Lambeth, unparished area",01/09/2014,01/04/2015,15,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7GA,Yes,51.500988,-0.11829,530707,179684,TQ307796,Bishop's,"Lambeth, unparished area",01/12/1996,,13,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7GB,Yes,51.501176,-0.117677,530749,179706,TQ307797,Bishop's,"Lambeth, unparished area",01/12/1996,,14,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7GD,Yes,51.501579,-0.117574,530755,179751,TQ307797,Bishop's,"Lambeth, unparished area",01/12/1996,,14,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7GE,Yes,51.501579,-0.117574,530755,179751,TQ307797,Bishop's,"Lambeth, unparished area",01/12/1996,,14,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7GF,Yes,51.501981,-0.117385,530767,179796,TQ307797,Bishop's,"Lambeth, unparished area",01/06/1996,,13,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7GG,Yes,51.490941,-0.121949,530482,178560,TQ304785,Prince's,"Lambeth, unparished area",01/02/2018,,3,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7GH,Yes,51.50264,-0.117531,530755,179869,TQ307798,Bishop's,"Lambeth, unparished area",01/06/1996,,14,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7GJ,Yes,51.490841,-0.12191,530485,178549,TQ304785,Prince's,"Lambeth, unparished area",01/02/2018,,6,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7GL,Yes,51.501548,-0.117878,530734,179747,TQ307797,Bishop's,"Lambeth, unparished area",01/06/2000,,14,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7GN,Yes,51.502085,-0.117698,530745,179807,TQ307798,Bishop's,"Lambeth, unparished area",01/06/2000,,14,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7GP,Yes,51.501417,-0.118114,530718,179732,TQ307797,Bishop's,"Lambeth, unparished area",01/12/2000,,14,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7GQ,Yes,51.502121,-0.117739,530742,179811,TQ307798,Bishop's,"Lambeth, unparished area",01/06/2000,,14,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7GR,Yes,51.490814,-0.121911,530485,178546,TQ304785,Prince's,"Lambeth, unparished area",01/09/2016,,6,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7GS,Yes,51.490015,-0.122534,530444,178456,TQ304784,Prince's,"Lambeth, unparished area",01/06/2017,,5,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7GT,Yes,51.504117,-0.115326,530904,180037,TQ309800,Bishop's,"Lambeth, unparished area",01/10/2020,,5,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7GU,Yes,51.504074,-0.115487,530893,180032,TQ308800,Bishop's,"Lambeth, unparished area",01/06/2019,,5,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7GY,Yes,51.504246,-0.115537,530889,180051,TQ308800,Bishop's,"Lambeth, unparished area",01/01/2020,,5,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01032582,Lambeth 036E
SE1 7HA,Yes,51.498494,-0.111953,531154,179418,TQ311794,Bishop's,"Lambeth, unparished area",01/12/2001,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7HB,Yes,51.491635,-0.120505,530580,178640,TQ305786,Prince's,"Lambeth, unparished area",01/06/2008,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7HD,Yes,51.492116,-0.121306,530523,178692,TQ305786,Prince's,"Lambeth, unparished area",01/06/2002,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7HE,Yes,51.491666,-0.120734,530564,178643,TQ305786,Prince's,"Lambeth, unparished area",01/03/2004,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7HF,Yes,51.492107,-0.121335,530521,178691,TQ305786,Prince's,"Lambeth, unparished area",01/09/2004,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7HG,Yes,51.492107,-0.121335,530521,178691,TQ305786,Prince's,"Lambeth, unparished area",01/06/2004,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7HH,Yes,51.492013,-0.120518,530578,178682,TQ305786,Prince's,"Lambeth, unparished area",01/03/2004,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7HJ,Yes,51.499361,-0.113862,531019,179511,TQ310795,Bishop's,"Lambeth, unparished area",01/01/1980,,11,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7HL,Yes,51.497317,-0.11033,531270,179290,TQ312792,Bishop's,"Lambeth, unparished area",01/01/1980,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7HN,Yes,51.497802,-0.11142,531193,179342,TQ311793,Bishop's,"Lambeth, unparished area",01/01/1980,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7HP,Yes,51.492014,-0.120561,530575,178682,TQ305786,Prince's,"Lambeth, unparished area",01/01/2005,,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7HQ,No,51.499221,-0.11126,531200,179500,TQ312795,Bishop's,"Lambeth, unparished area",01/01/1980,01/12/1981,4,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01032582,Lambeth 036E
SE1 7HR,Yes,51.499128,-0.113256,531062,179486,TQ310794,Bishop's,"Lambeth, unparished area",01/01/1980,,11,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7HS,Yes,51.498482,-0.111752,531168,179417,TQ311794,Bishop's,"Lambeth, unparished area",01/01/1980,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7HT,Yes,51.497878,-0.109976,531293,179353,TQ312793,Bishop's,"Lambeth, unparished area",01/01/1980,,8,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
SE1 7HW,Yes,51.498807,-0.112949,531084,179451,TQ310794,Bishop's,"Lambeth, unparished area",01/01/1980,,11,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003013,Lambeth 036A
SE1 7HX,Yes,51.491709,-0.121165,530534,178647,TQ305786,Prince's,"Lambeth, unparished area",01/01/2005,,9,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003109,Lambeth 003E
SE1 7HZ,No,51.498381,-0.111641,531176,179406,TQ311794,Bishop's,"Lambeth, unparished area",01/01/1993,01/01/2015,10,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003014,Lambeth 036B
