Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name
SW2 1PQ,No,51.455186,-0.113078,531200,174600,TQ312745,Tulse Hill,"Lambeth, unparished area",01/02/1990,01/12/1994,23,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003177,Lambeth 020D
SW2 1PR,Yes,51.457124,-0.108896,531485,174823,TQ314748,Herne Hill,"Lambeth, unparished area",01/01/1980,,20,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003071,Lambeth 018D
SW2 1PS,Yes,51.455662,-0.110223,531397,174658,TQ313746,Herne Hill,"Lambeth, unparished area",01/01/1980,,20,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003074,Lambeth 018E
SW2 1PT,No,51.455546,-0.110329,531390,174645,TQ313746,Herne Hill,"Lambeth, unparished area",01/01/1980,01/06/2003,20,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003074,Lambeth 018E
SW2 1PU,Yes,51.457867,-0.108664,531499,174906,TQ314749,Herne Hill,"Lambeth, unparished area",01/07/1995,,19,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003071,Lambeth 018D
SW2 1PW,Yes,51.457818,-0.110105,531399,174898,TQ313748,Coldharbour,"Lambeth, unparished area",01/01/1980,,19,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003043,Lambeth 018A
SW2 1PX,Yes,51.456149,-0.110304,531390,174712,TQ313747,Herne Hill,"Lambeth, unparished area",01/01/1980,,19,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003074,Lambeth 018E
SW2 1PY,Yes,51.455846,-0.109971,531414,174679,TQ314746,Herne Hill,"Lambeth, unparished area",01/01/1980,,20,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003074,Lambeth 018E
SW2 1PZ,Yes,51.45613,-0.109729,531430,174711,TQ314747,Herne Hill,"Lambeth, unparished area",01/01/1980,,19,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003071,Lambeth 018D
SW2 1QA,Yes,51.456114,-0.109283,531461,174710,TQ314747,Herne Hill,"Lambeth, unparished area",01/01/1980,,20,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003071,Lambeth 018D
SW2 1QB,Yes,51.455341,-0.110942,531348,174621,TQ313746,Herne Hill,"Lambeth, unparished area",01/01/1980,,21,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003074,Lambeth 018E
SW2 1QD,No,51.454287,-0.113115,531200,174500,TQ312744,Tulse Hill,"Lambeth, unparished area",01/09/1981,01/12/1990,24,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003177,Lambeth 020D
SW2 1QE,Yes,51.455086,-0.112449,531244,174590,TQ312745,Tulse Hill,"Lambeth, unparished area",01/01/1980,,23,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003177,Lambeth 020D
SW2 1QF,No,51.455163,-0.11164,531300,174600,TQ312745,Herne Hill,"Lambeth, unparished area",01/06/1981,01/12/1981,22,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003074,Lambeth 018E
SW2 1QG,Yes,51.456435,-0.110234,531394,174744,TQ313747,Herne Hill,"Lambeth, unparished area",01/01/1980,,19,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003074,Lambeth 018E
SW2 1QH,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/08/1993,01/12/1999,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1QN,Yes,51.454893,-0.120028,530718,174555,TQ307745,Brixton Hill,"Lambeth, unparished area",01/01/1980,,28,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1QP,No,51.455601,-0.119855,530728,174634,TQ307746,Brixton Hill,"Lambeth, unparished area",01/01/1980,01/12/2010,27,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1QR,No,51.45654,-0.119572,530745,174739,TQ307747,Brixton Hill,"Lambeth, unparished area",01/01/1980,01/03/2005,26,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1QS,Yes,51.456531,-0.119572,530745,174738,TQ307747,Brixton Hill,"Lambeth, unparished area",01/01/1980,,26,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1QW,Yes,51.455632,-0.119537,530750,174638,TQ307746,Brixton Hill,"Lambeth, unparished area",01/01/1980,,27,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1QX,Yes,51.457302,-0.118821,530795,174825,TQ307748,Brixton Hill,"Lambeth, unparished area",01/01/1980,,26,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1QY,Yes,51.457302,-0.118821,530795,174825,TQ307748,Brixton Hill,"Lambeth, unparished area",01/01/1980,,26,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1QZ,Yes,51.457284,-0.119988,530714,174821,TQ307748,Brixton Hill,"Lambeth, unparished area",01/01/1980,,25,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1RB,Yes,51.458394,-0.117941,530853,174948,TQ308749,Brixton Hill,"Lambeth, unparished area",01/01/1980,,25,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1RD,Yes,51.45809,-0.118069,530845,174914,TQ308749,Brixton Hill,"Lambeth, unparished area",01/01/1980,,26,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1RE,Yes,51.459303,-0.118551,530808,175048,TQ308750,Brixton Hill,"Lambeth, unparished area",01/01/1980,,25,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1RF,Yes,51.459182,-0.117779,530862,175036,TQ308750,Brixton Hill,"Lambeth, unparished area",01/01/1980,,24,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1RH,Yes,51.459025,-0.117469,530884,175019,TQ308750,Brixton Hill,"Lambeth, unparished area",01/01/1980,,23,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1RJ,Yes,51.460193,-0.116834,530925,175150,TQ309751,Brixton Hill,"Lambeth, unparished area",01/01/1980,,21,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1RL,Yes,51.45809,-0.118069,530845,174914,TQ308749,Brixton Hill,"Lambeth, unparished area",01/09/2010,,26,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1RP,Yes,51.459836,-0.117032,530912,175110,TQ309751,Brixton Hill,"Lambeth, unparished area",01/01/1980,,22,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1RR,No,51.457076,-0.118758,530800,174800,TQ308747,Brixton Hill,"Lambeth, unparished area",01/04/1987,01/12/1990,26,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003018,Lambeth 020A
SW2 1RS,Yes,51.453176,-0.121109,530648,174362,TQ306743,Brixton Hill,"Lambeth, unparished area",01/01/1980,,34,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003024,Lambeth 021D
SW2 1RT,No,51.452629,-0.12182,530600,174300,TQ305743,Brixton Hill,"Lambeth, unparished area",01/01/1980,01/12/1990,35,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003024,Lambeth 021D
SW2 1RU,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/08/1992,01/06/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1RW,Yes,51.460661,-0.116898,530919,175202,TQ309752,Brixton Hill,"Lambeth, unparished area",01/01/1980,,21,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1RX,No,51.452629,-0.12182,530600,174300,TQ305743,Brixton Hill,"Lambeth, unparished area",01/01/1980,01/12/1985,35,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003024,Lambeth 021D
SW2 1RZ,No,51.453527,-0.121783,530600,174400,TQ305743,Brixton Hill,"Lambeth, unparished area",01/01/1980,01/12/1981,33,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003018,Lambeth 020A
SW2 1SA,Yes,51.453619,-0.120757,530671,174412,TQ306744,Brixton Hill,"Lambeth, unparished area",01/01/1980,,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1SB,Yes,51.452731,-0.123154,530507,174309,TQ305743,Brixton Hill,"Lambeth, unparished area",01/01/1980,,34,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1SD,Yes,51.452057,-0.121976,530591,174236,TQ305742,Brixton Hill,"Lambeth, unparished area",01/01/1980,,35,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003024,Lambeth 021D
SW2 1SE,Yes,51.452181,-0.122474,530556,174249,TQ305742,Brixton Hill,"Lambeth, unparished area",01/03/1983,,35,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003024,Lambeth 021D
SW2 1SH,Yes,51.455749,-0.117863,530866,174654,TQ308746,Tulse Hill,"Lambeth, unparished area",01/01/1980,,25,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003176,Lambeth 016E
SW2 1SJ,Yes,51.455897,-0.117583,530885,174671,TQ308746,Tulse Hill,"Lambeth, unparished area",01/01/1980,,24,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003176,Lambeth 016E
SW2 1SL,Yes,51.455975,-0.116817,530938,174681,TQ309746,Tulse Hill,"Lambeth, unparished area",01/01/1980,,22,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003176,Lambeth 016E
SW2 1SN,No,51.456154,-0.117357,530900,174700,TQ308746,Tulse Hill,"Lambeth, unparished area",01/02/1990,01/12/1991,24,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003176,Lambeth 016E
SW2 1SP,Yes,51.456434,-0.117446,530893,174731,TQ308747,Tulse Hill,"Lambeth, unparished area",01/01/1980,,24,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003176,Lambeth 016E
SW2 1SR,Yes,51.45661,-0.117165,530912,174751,TQ309747,Tulse Hill,"Lambeth, unparished area",01/01/1980,,24,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003176,Lambeth 016E
SW2 1SS,Yes,51.456943,-0.116648,530947,174789,TQ309747,Tulse Hill,"Lambeth, unparished area",01/01/1980,,23,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003176,Lambeth 016E
SW2 1ST,No,51.4572,-0.116954,530925,174817,TQ309748,Tulse Hill,"Lambeth, unparished area",01/01/1980,01/04/2005,23,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003176,Lambeth 016E
SW2 1SU,No,51.457331,-0.116704,530942,174832,TQ309748,Tulse Hill,"Lambeth, unparished area",01/01/1980,01/04/2005,23,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003176,Lambeth 016E
SW2 1SW,Yes,51.457302,-0.117137,530912,174828,TQ309748,Tulse Hill,"Lambeth, unparished area",01/07/2007,,24,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003176,Lambeth 016E
SW2 1SX,Yes,51.457922,-0.11655,530951,174898,TQ309748,Tulse Hill,"Lambeth, unparished area",01/01/1980,,23,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003176,Lambeth 016E
SW2 1TP,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/01/1993,01/06/2000,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1TT,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/05/2011,01/06/2018,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1TZ,No,51.457053,-0.11732,530900,174800,TQ308748,Tulse Hill,"Lambeth, unparished area",01/01/1993,01/05/1994,24,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003176,Lambeth 016E
SW2 1WA,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/09/2002,01/02/2006,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WB,No,51.460662,-0.116955,530915,175202,TQ309752,Brixton Hill,"Lambeth, unparished area",01/06/1997,01/05/2009,21,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1WD,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1997,01/01/2004,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WE,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/02/2003,01/06/2004,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1WF,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/09/2003,01/03/2013,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WG,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/12/1997,01/07/2000,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1WH,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/11/2002,01/11/2006,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WJ,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/12/1997,01/06/2000,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1WL,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/12/1997,01/09/2004,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WN,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1998,01/06/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WP,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1998,01/06/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WQ,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1998,01/06/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WR,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1998,01/02/2012,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WS,Yes,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1998,,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WT,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/11/2003,01/11/2006,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WU,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1998,01/08/2005,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WW,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1998,01/02/2006,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WX,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/07/2003,01/08/2004,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1WY,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/07/2006,01/05/2016,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1WZ,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/04/2004,01/12/2005,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XA,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/12/2001,01/09/2002,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1XB,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/12/1994,01/09/2001,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XD,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/2002,01/04/2003,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1XE,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/2003,01/09/2005,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1XF,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/01/1995,01/06/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XG,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/06/1997,01/06/1998,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1XH,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1997,01/11/2004,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XJ,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/2004,01/03/2007,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XL,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/01/2004,01/11/2006,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XN,Yes,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/2008,,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XP,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/02/2004,01/07/2005,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1XQ,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1997,01/06/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XR,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/06/1997,01/12/1998,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1XS,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/12/2001,01/12/2009,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XT,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/08/2002,01/09/2003,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1XU,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/10/2002,01/06/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XW,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/09/2002,01/06/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XX,Yes,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/01/2005,,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1XY,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/05/2003,01/06/2004,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1XZ,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/10/2008,01/08/2009,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1YA,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/12/2001,01/07/2006,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1YB,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/2002,01/09/2003,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1YD,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/01/2005,01/04/2006,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1YE,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/09/2002,01/01/2006,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1YF,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/2002,01/01/2004,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1YH,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/12/2002,01/10/2003,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1YL,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/03/2003,01/06/2004,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1YP,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/10/2003,01/11/2006,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1YQ,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/2002,01/06/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1YR,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/07/2003,01/07/2004,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1YT,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/10/2002,01/11/2011,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1YU,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/04/2005,01/05/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1YW,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/02/2005,01/03/2006,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1YY,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/09/2004,01/12/2005,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1ZA,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/2002,01/01/2003,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1ZB,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/07/1995,01/03/2003,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1ZD,Yes,51.460661,-0.116898,530919,175202,TQ309752,Brixton Hill,"Lambeth, unparished area",01/02/2005,,21,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003020,Lambeth 016A
SW2 1ZE,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/12/1995,01/12/2002,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1ZF,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/12/1995,01/07/2003,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1ZG,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/12/1995,01/12/1997,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1ZH,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/12/1995,01/06/2008,32,England,21/11/2020,Within the building of the matched address closest to the postcode mean,E01003018,Lambeth 020A
SW2 1ZJ,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/06/1996,01/06/1998,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1ZL,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/06/1996,01/12/1997,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1ZN,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/06/1996,01/06/1997,32,England,21/11/2020,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01003018,Lambeth 020A
SW2 1ZP,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/06/1996,01/12/1997,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1ZQ,No,51.454192,-0.122288,530563,174473,TQ305744,Brixton Hill,"Lambeth, unparished area",01/12/2001,01/02/2003,32,England,21/11/2020,Imputed by ONS by reference to surrounding postcode grid references,E01003018,Lambeth 020A
SW2 1ZR,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/06/1996,01/12/1998,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
SW2 1ZS,No,51.456833,-0.115386,531035,174779,TQ310747,Tulse Hill,"Lambeth, unparished area",01/12/1996,01/06/1998,20,England,21/11/2020,Postcode sector mean (mainly PO Boxes),E01003176,Lambeth 016E
